form_key;form_id;form_version;form_label;urn;type;element_label;mandatory;repeatable;position
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:32:1;record;2. Hepatitis C virus antiviral therapy;True;False;4
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:33:1;record;3. Hepatitis B virus antiviral therapy;True;False;5
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:34:1;record;4.NAFLD/NASH;False;False;6
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:35:1;record;5. Autoimmune hepatitis treatment;True;False;7
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:158:1;dataelement;6. Other type of cirrhosis;True;False;8
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:159:1;dataelement;7. Continuous treatment;False;False;9
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:36:1;record;1. Diuretics;True;False;11
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:162:1;dataelement;2. Therapeutic paracentesis;True;False;12
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:37:1;record;3. Beta-blockers;True;False;13
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:38:1;record;4. Intravenous albumin;True;False;14
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:record:39:1;record;5. Vasopressors;True;False;15
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:169:1;dataelement;6. Renal replacement treatment;True;False;16
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:170:1;dataelement;7. Artificial liver support;True;False;17
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:171:1;dataelement;8. Omeprazol or other PPI;True;False;18
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:172:1;dataelement;9. Endoscopic therapy of bleeding;True;False;19
227_1_Previous treatments;227;1;Previous treatments;urn:osse-11:dataelement:173:1;dataelement;10. Lactulose;True;False;20
