form_key;form_id;form_version;form_label;urn;type;element_label;mandatory;repeatable;position
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:260:1;dataelement;AST;False;False;23
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:261:1;dataelement;ALT;False;False;24
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:262:1;dataelement;Alkaline phosphatase;False;False;25
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:263:1;dataelement;GGT;False;False;26
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:264:1;dataelement;Total Bilirubin;False;False;27
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:265:1;dataelement;Creatinine;False;False;28
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:266:1;dataelement;Sodium;False;False;29
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:267:1;dataelement;Potassium;False;False;30
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:268:1;dataelement;Glucose;False;False;31
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:269:1;dataelement;Total cholesterol;False;False;32
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:270:1;dataelement;HDL-Cholesterol;False;False;33
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:271:1;dataelement;LDL-Cholesterol;False;False;34
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:272:1;dataelement;Triglycerides;False;False;35
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:273:1;dataelement;C-reactive protein (CRP);False;False;36
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:274:1;dataelement;Has urine analysis been performed?;True;False;38
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:275:1;dataelement;Date of Collection;False;False;39
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:276:1;dataelement;Leukocytes reagent strip result;False;False;41
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:277:1;dataelement;Urine Albumin;False;False;42
231_3_Laboratory data 1;231;3;Laboratory data 1;urn:osse-11:dataelement:278:1;dataelement;Leukocytes per field;False;False;43
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:279:1;dataelement;Has arterial blood sample been collected;True;False;2
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:280:1;dataelement;Date of arterial blood sample  collection;False;False;3
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:281:1;dataelement;PHa;False;False;6
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:282:1;dataelement;PaO2;False;False;7
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:283:1;dataelement;PaCO2;False;False;8
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:284:1;dataelement;HCO3a;False;False;9
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:285:1;dataelement;BEa;False;False;10
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:286:1;dataelement;PHv;False;False;12
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:287:1;dataelement;PvO2;False;False;13
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:288:1;dataelement;PvCO2;False;False;14
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:289:1;dataelement;HCO3a;False;False;15
232_1_Laboratory data 2;232;1;Laboratory data 2;urn:osse-11:dataelement:290:1;dataelement;BEa;False;False;16
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:241:1;dataelement;Has blood analysis been performed?;True;False;1
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:242:1;dataelement;Date of Collection;False;False;2
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:243:1;dataelement;Hemoglobin;False;False;5
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:244:1;dataelement;Hematocrit;False;False;6
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:245:1;dataelement;Leucocyte (Absolute);False;False;7
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:246:1;dataelement;Leucocytes (%);False;False;8
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:247:1;dataelement;Lymphocytes;False;False;9
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:248:1;dataelement;Lymphocytes (%);False;False;10
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:249:1;dataelement;Monocytes (Absolute);False;False;11
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:250:1;dataelement;Monocytes (%);False;False;12
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:251:1;dataelement;Neutrophils (Absolute);False;False;13
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:252:1;dataelement;Immature neutrophils (%);False;False;14
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:253:1;dataelement;Platelet count;False;False;15
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:254:1;dataelement;Prothrombin time;False;False;16
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:255:1;dataelement;Control prothrombin time;False;False;17
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:256:1;dataelement;INR;False;False;18
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:257:1;dataelement;Quick (%);False;False;19
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:258:1;dataelement;ISI;False;False;20
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:259:1;dataelement;Albumin;False;False;22
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:260:1;dataelement;AST;False;False;23
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:261:1;dataelement;ALT;False;False;24
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:262:1;dataelement;Alkaline phosphatase;False;False;25
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:263:1;dataelement;GGT;False;False;26
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:264:1;dataelement;Total Bilirubin;False;False;27
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:265:1;dataelement;Creatinine;False;False;28
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:266:1;dataelement;Sodium;False;False;29
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:267:1;dataelement;Potassium;False;False;30
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:268:1;dataelement;Glucose;False;False;31
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:269:1;dataelement;Total cholesterol;False;False;32
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:270:1;dataelement;HDL-Cholesterol;False;False;33
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:271:1;dataelement;LDL-Cholesterol;False;False;34
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:272:1;dataelement;Triglycerides;False;False;35
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:273:1;dataelement;C-reactive protein (CRP);False;False;36
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:274:1;dataelement;Has urine analysis been performed?;True;False;38
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:275:1;dataelement;Date of Collection;False;False;39
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:276:1;dataelement;Leukocytes reagent strip result;False;False;41
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:277:1;dataelement;Urine Albumin;False;False;42
231_4_Laboratory data 1;231;4;Laboratory data 1;urn:osse-11:dataelement:278:1;dataelement;Leukocytes per field;False;False;43
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:232:1;dataelement;Physical examination date;True;False;1
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:233:1;dataelement;Race;True;False;2
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:234:1;dataelement;Weight (Kg);True;False;3
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:235:1;dataelement;Height (cm);True;False;4
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:236:1;dataelement;BMI;True;False;5
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:237:1;dataelement;Flapping tremor;True;False;6
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:67:1;dataelement;Systolic Blood Pressure;True;False;7
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:68:1;dataelement;Diastolic Blood Pressure;True;False;8
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:69:1;dataelement;Mean Arterial Pressure ;True;False;9
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:238:1;dataelement;Heart rate;True;False;10
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:239:1;dataelement;Temperature;True;False;11
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:240:1;dataelement;Respiratory rate;True;False;12
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:73:1;dataelement;SpO2;True;False;13
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:74:1;dataelement;Supplemental oxygen (including mechanical ventilation);True;False;14
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:75:1;dataelement;FiO2;True;False;15
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:76:1;dataelement;If Supplemental oxygen is yes;False;False;16
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:77:1;dataelement;If Delivery Device-Type of Delivery device;False;False;17
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:78:1;dataelement;If “Nasal catheter”- Flow (liters of O2/min):;False;False;18
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:80:1;dataelement; If “Simple oxygen mask”- Flow (liters of O2/min);False;False;19
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:81:1;dataelement;If “Monaghan mask (reservoir)”- Flow (liters of O2/min);False;False;20
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:82:1;dataelement;If “Venturi mask”- Flow (liters of O2/min);False;False;21
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:83:1;dataelement;If “High-flow nasal cannula”- Flow (liters of O2/min);False;False;22
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:84:1;dataelement;If Mechanical ventilation-Reason for mechanical ventilation;False;False;23
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:85:1;dataelement;Type of mechanical ventilation;False;False;24
230_2_Physical examination;230;2;Physical examination;urn:osse-11:dataelement:79:1;dataelement;FiO2;False;False;25
233_1_Treatment;233;1;Treatment;urn:osse-11:record:31:1;record;1. Alcoholic cirrhosis;True;False;2
233_1_Treatment;233;1;Treatment;urn:osse-11:record:32:1;record;2. Hepatitis C virus antiviral therapy;True;False;3
233_1_Treatment;233;1;Treatment;urn:osse-11:record:33:1;record;3. Hepatitis B virus antiviral therapy;False;False;4
233_1_Treatment;233;1;Treatment;urn:osse-11:record:34:1;record;4.NAFLD/NASH;False;False;5
233_1_Treatment;233;1;Treatment;urn:osse-11:record:35:1;record;5. Autoimmune hepatitis treatment;False;False;6
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:158:1;dataelement;6. Other type of cirrhosis;False;False;7
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:159:1;dataelement;7. Continuous treatment;False;False;8
233_1_Treatment;233;1;Treatment;urn:osse-11:record:36:1;record;1. Diuretics;True;False;10
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:162:1;dataelement;2. Therapeutic paracentesis;True;False;11
233_1_Treatment;233;1;Treatment;urn:osse-11:record:55:1;record;3. Beta-blockers;True;False;12
233_1_Treatment;233;1;Treatment;urn:osse-11:record:38:1;record;4. Intravenous albumin;True;False;13
233_1_Treatment;233;1;Treatment;urn:osse-11:record:39:1;record;5. Vasopressors;True;False;14
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:293:1;dataelement;#1: Complete Vasopressor table (General forms);False;True;15
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:169:1;dataelement;6. Renal replacement treatment;True;False;16
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:294:1;dataelement;#1: Complete Renal Replacement Therapy table (General forms);False;True;17
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:170:1;dataelement;7. Artificial liver support;True;False;18
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:171:1;dataelement;8. Omeprazol or other PPI;True;False;19
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:172:1;dataelement;9. Endoscopic therapy of bleeding;True;False;20
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:173:1;dataelement;10. Lactulose;True;False;21
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:174:1;dataelement;11. Rifaximin for HE;True;False;22
233_1_Treatment;233;1;Treatment;urn:osse-11:record:40:1;record;12. TIPS;True;False;23
233_1_Treatment;233;1;Treatment;urn:osse-11:record:41:1;record;13. Antibiotic prophylaxis;True;False;24
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:180:1;dataelement;14. Antibiotic for infection (nonprophylactic);True;False;25
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:295:1;dataelement;#1: Complete Antibiotic table (General forms);False;True;26
233_1_Treatment;233;1;Treatment;urn:osse-11:record:42:1;record;15. Corticosteroids;True;False;27
233_1_Treatment;233;1;Treatment;urn:osse-11:record:43:1;record;16. Treatments for HCC;True;False;28
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:185:1;dataelement;17. Insulin;True;False;29
233_1_Treatment;233;1;Treatment;urn:osse-11:record:44:1;record;18. Oral antidiabetics;True;False;30
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:188:1;dataelement;19. Statins;True;False;31
233_1_Treatment;233;1;Treatment;urn:osse-11:record:45:1;record;20. Non-bariatric surgery;True;False;32
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:191:1;dataelement;ICU admission;True;False;34
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:296:1;dataelement;ICU admission date:;False;False;35
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:193:1;dataelement;Any drug with potential hepatotoxic effect;True;False;37
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:195:1;dataelement;Drug with potential hepatotoxic effect;False;True;38
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:194:1;dataelement;Any drug with potential adverse effect;True;False;40
233_1_Treatment;233;1;Treatment;urn:osse-11:dataelement:196:1;dataelement;Drug with potential adverse effect;False;True;41
233_2_Treatment;233;2;Treatment;urn:osse-11:record:31:1;record;1. Alcoholic cirrhosis;True;False;2
233_2_Treatment;233;2;Treatment;urn:osse-11:record:32:1;record;2. Hepatitis C virus antiviral therapy;True;False;3
233_2_Treatment;233;2;Treatment;urn:osse-11:record:33:1;record;3. Hepatitis B virus antiviral therapy;False;False;4
233_2_Treatment;233;2;Treatment;urn:osse-11:record:34:1;record;4.NAFLD/NASH;False;False;5
233_2_Treatment;233;2;Treatment;urn:osse-11:record:35:1;record;5. Autoimmune hepatitis treatment;False;False;6
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:158:1;dataelement;6. Other type of cirrhosis;False;False;7
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:159:1;dataelement;7. Continuous treatment;False;False;8
233_2_Treatment;233;2;Treatment;urn:osse-11:record:36:1;record;1. Diuretics;True;False;10
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:162:1;dataelement;2. Therapeutic paracentesis;True;False;11
233_2_Treatment;233;2;Treatment;urn:osse-11:record:55:1;record;3. Beta-blockers;True;False;12
233_2_Treatment;233;2;Treatment;urn:osse-11:record:38:1;record;4. Intravenous albumin;True;False;13
233_2_Treatment;233;2;Treatment;urn:osse-11:record:39:1;record;5. Vasopressors;True;False;14
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:293:1;dataelement;#1: Complete Vasopressor table (General forms);False;True;15
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:169:1;dataelement;6. Renal replacement treatment;True;False;16
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:294:1;dataelement;#1: Complete Renal Replacement Therapy table (General forms);False;True;17
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:170:1;dataelement;7. Artificial liver support;True;False;18
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:171:1;dataelement;8. Omeprazol or other PPI;True;False;19
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:172:1;dataelement;9. Endoscopic therapy of bleeding;True;False;20
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:173:1;dataelement;10. Lactulose;True;False;21
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:174:1;dataelement;11. Rifaximin for HE;True;False;22
233_2_Treatment;233;2;Treatment;urn:osse-11:record:40:1;record;12. TIPS;True;False;23
233_2_Treatment;233;2;Treatment;urn:osse-11:record:41:1;record;13. Antibiotic prophylaxis;True;False;24
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:180:1;dataelement;14. Antibiotic for infection (nonprophylactic);True;False;25
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:295:1;dataelement;#1: Complete Antibiotic table (General forms);False;True;26
233_2_Treatment;233;2;Treatment;urn:osse-11:record:42:1;record;15. Corticosteroids;True;False;27
233_2_Treatment;233;2;Treatment;urn:osse-11:record:43:1;record;16. Treatments for HCC;True;False;28
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:185:1;dataelement;17. Insulin;True;False;29
233_2_Treatment;233;2;Treatment;urn:osse-11:record:44:1;record;18. Oral antidiabetics;True;False;30
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:188:1;dataelement;19. Statins;True;False;31
233_2_Treatment;233;2;Treatment;urn:osse-11:record:45:1;record;20. Non-bariatric surgery;True;False;32
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:191:1;dataelement;ICU admission;True;False;34
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:296:1;dataelement;ICU admission date:;False;False;35
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:193:1;dataelement;Any drug with potential hepatotoxic effect;True;False;37
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:195:1;dataelement;Drug with potential hepatotoxic effect;False;True;38
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:194:1;dataelement;Any drug with potential adverse effect;True;False;40
233_2_Treatment;233;2;Treatment;urn:osse-11:dataelement:196:1;dataelement;Drug with potential adverse effect;False;True;41
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:297:1;dataelement;ECG;True;False;2
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:298:1;dataelement;ECG date:;False;False;3
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:299:1;dataelement;ECG sent by email;False;False;4
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:300:1;dataelement;Echocardiography:;True;False;6
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:301:1;dataelement;Echocardiography date;False;False;7
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:302:1;dataelement;HF (1/min):;False;False;8
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:303:1;dataelement;Mitral insufficiency present;False;False;9
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;10
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:305:1;dataelement;Aortic insufficiency present:;False;False;11
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;12
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:306:1;dataelement;Aortic stenosis present:;False;False;13
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;14
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:307:1;dataelement;Tricuspid insufficiency present:;False;False;15
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;16
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:308:1;dataelement;EDV (mL):;False;False;17
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:309:1;dataelement;ESV (mL):;False;False;18
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:310:1;dataelement;E:;False;False;19
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:311:1;dataelement;E’:;False;False;20
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:312:1;dataelement;EF (%):;False;False;21
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:313:1;dataelement;A:;False;False;22
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:314:1;dataelement;A’:;False;False;23
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:315:1;dataelement;E/A:;False;False;24
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:316:1;dataelement;E/E’:;False;False;25
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:317:1;dataelement;Diastolic dysfunction present:;False;False;26
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;27
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:318:1;dataelement;Overall assessment:;False;False;28
234_1_Electrocardiogram and Echocardiography;234;1;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:319:1;dataelement;If abnormal,  ▪ Abnormality specifications:;False;False;29
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:297:1;dataelement;ECG;True;False;2
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:298:1;dataelement;ECG date:;False;False;3
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:299:1;dataelement;ECG sent by email;False;False;4
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:300:1;dataelement;Echocardiography:;True;False;6
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:301:1;dataelement;Echocardiography date;False;False;7
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:302:1;dataelement;HF (1/min):;False;False;8
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:303:1;dataelement;Mitral insufficiency present;False;False;9
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;10
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:305:1;dataelement;Aortic insufficiency present:;False;False;11
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;12
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:306:1;dataelement;Aortic stenosis present:;False;False;13
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;14
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:307:1;dataelement;Tricuspid insufficiency present:;False;False;15
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;16
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:308:1;dataelement;EDV (mL):;False;False;17
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:309:1;dataelement;ESV (mL):;False;False;18
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:310:1;dataelement;E:;False;False;19
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:311:1;dataelement;E’:;False;False;20
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:312:1;dataelement;EF (%):;False;False;21
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:313:1;dataelement;A:;False;False;22
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:314:1;dataelement;A’:;False;False;23
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:315:1;dataelement;E/A:;False;False;24
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:316:1;dataelement;E/E’:;False;False;25
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:317:1;dataelement;Diastolic dysfunction present:;False;False;26
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:304:1;dataelement;▪ Severity:;False;False;27
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:318:1;dataelement;Overall assessment:;False;False;28
234_2_Electrocardiogram and Echocardiography;234;2;Electrocardiogram and Echocardiography;urn:osse-11:dataelement:319:1;dataelement;If abnormal,  ▪ Abnormality specifications:;False;False;29
