form;formid_version;form_type;record_urn;record_designation;record_mandatory;record_repeatable;dataelement_urn;dataelement_designation;dataelement_definition;dataelement_mandatory;dataelement_repeatable;data_type;data_format;unit_measure;id;form_id;form_version
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:72:1;PaO2;PaO2;;;INTEGER;0<=x<=200;mmHg;27;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:73:1;SpO2;SpO2;;;INTEGER;0<=x<=100;%;28;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:74:1;Supplemental oxygen (including mechanical ventilation);Supplemental oxygen (including mechanical ventilation);;;enumerated;enumerated;;29;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:75:1;FiO2;"FiO2 (If Supplemental oxygen is ""No""): 21% (0.21 for internal calculation)";;;INTEGER;0<=x<=1000;;30;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:76:1;If Supplemental oxygen is yes;Way of supplemental oxygen ;;;enumerated;enumerated;;31;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:84:1;If Mechanical ventilation-Reason for mechanical ventilation;Reason for mechanical ventilation;;;enumerated;enumerated;;38;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:85:1;Type of mechanical ventilation;Type of mechanical ventilation;;;enumerated;enumerated;;39;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:79:1;FiO2;FiO2;;;INTEGER;0<=x<=200;%;40;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:86:1;SpO2/FiO2;SpO2/FiO2;;;FLOAT;0<=x<=600;;41;224;4
ACLF evaluation;224:4;Basic;urn:osse-11:record:20:1;Respiratory failure;false;false;urn:osse-11:dataelement:87:1;PaO2/FiO2;PaO2/FiO2;;;FLOAT;0<=x<=600;;42;224;4
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:97:1;Date of diagnosis of chronic liver disease;Date of diagnosis of chronic liver disease;;;DATE;DD.MM.YYYY;;56;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:98:1;Date of diagnosis of cirrhosis;Date of diagnosis of cirrhosis;;;DATE;DD.MM.YYYY;;57;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:99:1;History of acute decompensation;History of acute decompensation;;;enumerated;enumerated;;58;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:100:1;If AD-Date of first acute decompensation;If AD-Date of first acute decompensation;;;DATE;MM.YYYY;;59;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:101:1;If AD-Types of prior acute decompensations;If AD-Types of prior acute decompensations;;;enumerated;enumerated;;60;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:102:1;Listed for Liver transplantation;Listed for Liver transplantation;;;enumerated;enumerated;;61;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:22:1;Diagnosis of Cirrhosis;false;false;urn:osse-11:dataelement:103:1;If listed-listed liver transplantation date;If listed-listed liver transplantation date;;;DATE;DD.MM.YYYY;;62;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:23:1;Other previous /concomitant medical disease;false;false;urn:osse-11:dataelement:106:1;Other previous /concomitant medical disease;Other previous /concomitant medical disease;;;enumerated;enumerated;;66;225;2
Patient�s information and Medical history;225:2;Basic;urn:osse-11:record:23:1;Other previous /concomitant medical disease;false;false;urn:osse-11:dataelement:107:1;Other chronic systemic disease Specification;Other chronic systemic disease Specification;;;STRING;;;67;225;2
Previous clinical course;226:11;Basic;urn:osse-11:record:25:1;Prior ascites;false;false;urn:osse-11:dataelement:114:1;1. Ascites;1. Ascites;;;enumerated;enumerated;;73;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:25:1;Prior ascites;false;false;urn:osse-11:dataelement:116:1;Number of hospitalizations for ascites episodes;Number of hospitalizations for ascites episodes;;;enumerated;enumerated;;74;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:25:1;Prior ascites;false;false;urn:osse-11:dataelement:117:1; Maximum grade of ascites; Maximum grade of ascites;;;enumerated;enumerated;;75;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:26:1;Prior hepatic encephalopathy;false;false;urn:osse-11:dataelement:115:1;2. Hepatic encephalopathy;2. Hepatic encephalopathy;;;enumerated;enumerated;;76;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:26:1;Prior hepatic encephalopathy;false;false;urn:osse-11:dataelement:118:1;Number of episodes requiring hospitalization;Number of episodes requiring hospitalization;;;enumerated;enumerated;;77;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:26:1;Prior hepatic encephalopathy;false;false;urn:osse-11:dataelement:119:1;Episodic overt HE;Episodic overt HE;;;enumerated;enumerated;;78;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:26:1;Prior hepatic encephalopathy;false;false;urn:osse-11:dataelement:120:1;Recurrent overt HE;Recurrent overt HE;;;enumerated;enumerated;;79;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:26:1;Prior hepatic encephalopathy;false;false;urn:osse-11:dataelement:121:1;Persistent overt HE;Persistent overt HE;;;enumerated;enumerated;;80;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:27:1;Prior gastrointestinal bleeding;false;false;urn:osse-11:dataelement:122:1;3. Gastrointestinal bleeding;3. Gastrointestinal bleeding;;;enumerated;enumerated;;81;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:27:1;Prior gastrointestinal bleeding;false;false;urn:osse-11:dataelement:118:1;Number of episodes requiring hospitalization;Number of episodes requiring hospitalization;;;enumerated;enumerated;;82;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:27:1;Prior gastrointestinal bleeding;false;false;urn:osse-11:dataelement:123:1;Known etiology of GIB;Known etiology of GIB;;;enumerated;enumerated;;83;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:28:1;Prior bacterial infections;false;false;urn:osse-11:dataelement:124:1;4. Bacterial infections;4. Bacterial infections;;;enumerated;enumerated;;84;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:28:1;Prior bacterial infections;false;false;urn:osse-11:dataelement:118:1;Number of episodes requiring hospitalization;Number of episodes requiring hospitalization;;;enumerated;enumerated;;85;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:28:1;Prior bacterial infections;false;false;urn:osse-11:dataelement:125:1;Type of infection;Type of infection;;;enumerated;enumerated;;86;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:29:1;Prior ACLF;false;false;urn:osse-11:dataelement:126:1;5. ACLF;5. ACLF;;;enumerated;enumerated;;87;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:29:1;Prior ACLF;false;false;urn:osse-11:dataelement:118:1;Number of episodes requiring hospitalization;Number of episodes requiring hospitalization;;;enumerated;enumerated;;88;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:29:1;Prior ACLF;false;false;urn:osse-11:dataelement:127:1;Highest ACLF grade;Highest ACLF grade;;;enumerated;enumerated;;89;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:29:1;Prior ACLF;false;false;urn:osse-11:dataelement:128:1;Any ACLF caused by a clinical event;Any ACLF caused by a clinical event;;;enumerated;enumerated;;90;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:29:1;Prior ACLF;false;false;urn:osse-11:dataelement:129:1;Clinical event related to;Clinical event related to;;;enumerated;enumerated;;91;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:30:1;Prior HCC;false;false;urn:osse-11:dataelement:133:1;9. Hepatocellular carcinoma;9. Hepatocellular carcinoma;;;enumerated;enumerated;;95;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:30:1;Prior HCC;false;false;urn:osse-11:dataelement:134:1;Number of nodules of HCC;Number of nodules of HCC;;;INTEGER;0<=x<=10;;96;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:30:1;Prior HCC;false;false;urn:osse-11:dataelement:135:1;Maximum size of nodules;Maximum size of nodules;;;INTEGER;0<=x<=100;mm;97;226;11
Previous clinical course;226:11;Basic;urn:osse-11:record:30:1;Prior HCC;false;false;urn:osse-11:dataelement:136:1;Vascular invasion;Vascular invasion;;;enumerated;enumerated;;98;226;11
Previous treatments;227:3;Basic;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:138:1;Alcoholic cirrhosis;Alcoholic cirrhosis;;;enumerated;enumerated;;101;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:139:1;Type of therapy;Type of therapy for alcoholic cirrhosis;;;enumerated;enumerated;;102;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:140:1;Treatment response;Treatment response for alcoholic cirrhosis;;;enumerated;enumerated;;103;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:141:1;Hepatitis C virus antiviral therapy;Hepatitis C virus antiviral therapy;;;enumerated;enumerated;;104;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:142:1;Virus therapy;Virus therapy for HCV;;;enumerated;enumerated;;105;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:143:1;Antiviral therapy terminated ;Antiviral therapy terminated for HCV;;;enumerated;enumerated;;106;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:144:1;Sustained virological response;Sustained virological response for HCV;;;enumerated;enumerated;;107;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:145:1;Early virological response;Early virological response for HCV;;;enumerated;enumerated;;108;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:146:1;Hepatitis B virus antiviral therapy;Hepatitis B virus antiviral therapy;;;enumerated;enumerated;;109;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:147:1;Virus therapy;Virus therapy for HBV;;;enumerated;enumerated;;110;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:148:1;Complete response (<10 IU);Complete response (<10 IU) f�r HBV;;;enumerated;enumerated;;111;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:149:1;Reactivation of hepatitis B virus;Reactivation of hepatitis B virus;;;enumerated;enumerated;;112;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:150:1;NAFLD/NASH;NAFLD/NASH therapy;;;enumerated;enumerated;;113;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:151:1;Associated features ;Associated features for NASH/NAFLD;;;enumerated;enumerated;;114;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:152:1;If obesity is selected-Type of therapy for obesity;If obesity is selected-Type of therapy for obesity;;;enumerated;enumerated;;115;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:153:1;Specific therapy of associated complications;Specific therapy of associated complications for NASH/NAFLD;;;enumerated;enumerated;;116;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:154:1;Autoimmune hepatitis therapy;Autoimmune hepatitis therapy;;;enumerated;enumerated;;117;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:155:1;Immunosupresive therapies;Immunosupresive therapies for AIH;;;enumerated;enumerated;;118;227;3
Previous treatments;227:3;Basic;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:156:1;Positive response;Positive response for AIH;;;enumerated;enumerated;;119;227;3
